Review,Rating,Sentiment
order again,5,Positive
sdh ke tiga kali langganan beli packing baik dan pengiriman cepat terimakasih bonus gantungna kunci nya,5,Positive
barang sudah terima dan terima kasih,4,Positive
barang sudah tiba terima kasih,4,Positive
cepat dan aman,5,Positive
saya terima barangnya sesuai pesanan makasih gan,5,Positive
respon penjual super cepat packing rapi pengiriman cepat luar biasa,5,Positive
barang cepat sampai packing rapi,5,Positive
pengiriman sangat cpt product blm dicoba blm bisa review product,5,Positive
sangat rekomendet,5,Positive
fast response seller dan pengirimannya cepat sudah order yang ke sekian kalinya,5,Positive
responsif n cepat,5,Positive
sampai dg selamat rapih dan sesuai diskrips,5,Positive
packing bagus pengiriman cepat saran tutup botol kemasan kurang rapat sedikit tumpah,5,Negative
semoga rasanya enak belum dicoba salut dengan fast respond nya,5,Positive
pesanan sesuai dan diterima dg baik pengiriman cepat dan respon penjual ramah,5,Positive
thanks seller paketnya sdh diterima sesuai deskripsi exp jauh,5,Positive
mantap admin fast respon selalu sehat dan sukses,5,Positive
barang sesuai ed masih lama tks,5,Positive
barang sudah sampai dengan selamat respon cepat kirim cepat ok banget thanks,5,Positive
respon seller sangat baik paket terbungkus rapi dan cepat sampai recomended,5,Positive
mantap respon dan pengiriman cepat makasih,5,Positive
pengiriman cepat respon juga baik recomended,4,Positive
responsipppppp,5,Positive
barang diterima sesuai pesanan kemasan rapih pengiriman cepat,5,Positive
masih jadi langganan terima kasih gan,5,Positive
diterima sesuai deskripsi proses kirim cepat,5,Positive
nikmat campur kopi makin nikmat,5,Positive
sudah 3x order,5,Positive
fast respon dan kwalitas bagus,5,Positive
enak dan segar dibadan,5,Positive
cepat sekali response dan pengirimannya,5,Positive
wah packaging nya rapindaj keren,5,Positive
kiriman cepet sekalii pembelian kedua nih,5,Positive
packing baik cepat sampai rasanya kurang pedes dikit,5,Negative
fast respon udah langganan,5,Positive
produk sesuai deskripsi paket diterima dlm kondisi baik recommended seller,5,Positive
selalu oke makasih,5,Positive
respon cepat barang dibungkus bubble wrap dengan baik sehingga barang aman terima kasih,5,Positive
wah ini beli yg kesekian kalinya rekomen seller selalu puas karena pengiriman tepat waktu cepet bgt udh gtuh kualitas jahe merah nya okay bgt pokoknya rekomen seller,5,Positive
pesanan yg kesekian kalinya selalu okay,5,Positive
selalu oke dan sll cepat trm ksh sukses sll,5,Positive
jossss,5,Positive
mwantap,4,Positive
brg cepat sampe saat buka puasa enak segar bgt good seller,5,Positive
sesuai dengan keinginan minumannya enak,5,Positive
akurasi dan kwalitas sesuai bintang trimaksih,5,Positive
murah enak,5,Positive
cepat respon,5,Positive
enak buat badan,5,Positive
layanan ok pengiriman cepat praktis diseduh panas atau diminum dingin harga ekonomis tapi khasiatnya oke buat genjot imun selama pandemi,5,Positive
alhamdulillah terimakasih barang sesuai deskripsi dan sudah diterima dengan baik,5,Positive
untuk kesekian kalinya belanja disini dan selalu puas sukses terus,5,Positive
mgkn krn terlalu banyak customer jadi agak sibuk,2,Negative
rasa kalem tidak pedas packing ok,5,Positive
ini repeat yg kesekian saya sudah merasakan khasiatnya buat kesehatan respon cepat dan packing makin ok,5,Positive
selalu oke respon dan pengiriman cepat sekali,5,Positive
saya beli untuk kantor n pada suka makanya repeat terus trims ya,5,Positive
sudah sering beli utk kesekian kali nya no complain,5,Positive
sesuai dgn janji kiriman dateng sesuai waktunya,4,Positive
pembelian yg ke tau dah pokoknya langganan tiap bulan dua toples selalu memuaskan khasiatnya terasa,5,Positive
langganan deeeh,5,Positive
semua ok kecuali 3 toples penyok pengiriman cepat seller ramah,5,Negative
original dan berkhasiat reorder kesekian kali,5,Positive
minuman wajib untuk kesehatan tiap bulan stok buat di rumah thanks namaste buat golden tiketnya sukses selalu salam sehat,5,Positive
hp selalu hrs ada di rmh bantu jaga imun tubuh bgt udh berthn2 konsumsi ini sll repeat order tengkyu namaste,5,Positive
thx u kak,5,Positive
selalu puas order di namaste kualitas produknya selalu ok thankyou,5,Positive
pembelian utk yg kesekian kalinya rasa dan qualitas nya tidak berubah terima kasih seller tokopedia,5,Positive
barang tiba dgn aman respon cepat baru dicoba semoga hasilnya sesuai yg diharapkan namaste,5,Positive
mantap banget packing kardus plus bubble warp aman sentosa pesan kemarin dan hr ini lgs sampai cuma butuh 1hr aja loh uda pesan yg kesekian nih kadang disini kadang disono namaste is the best dah ud cocok jd bs menjaga kesehatan trus nih selama pandemi,5,Positive
paket wedang uwuh sudah sampai tks,5,Positive
rasanya enak pengiriman rapi,5,Positive
produk pesanan sesuai dengan deskripsi,5,Positive
order ber ulang dan barangnya mantsb oni,5,Positive
ok ok ok,5,Positive
sesuai pesanan cepat datang,5,Positive
order ke 3 so far so good,5,Positive
sudah langganan beli bekatul disini dan selalu puas pengiriman juga cepat tks seller,5,Positive
barang sesuai deskripsi dan ekspektasi pengiriman cepat rekomendasi seller,5,Positive
cepat bgt pengiriman nya,5,Positive
pelayanan yg cepat utk order kesekian kalinya makasih,5,Positive
sudah langganan beli bekatul di sini selalu memuaskan recommended seller,5,Positive
produk belum dicoba kalo pelayanan sangat ok sesuai pesanan recommended seller,5,Positive
selalu bagus,5,Positive
bekatulnya bagus dan pengiriman cepet,5,Positive
sudah berlangganan dan selalu terjamin barang dan pengiriman nya,5,Positive
udah beli kedua kali bagus,5,Positive
respond ramah dan pengiriman cepat sekali packing rapi,5,Positive
langganan dimari,5,Positive
selalu puas sorry gk ada foto nya ya pesanan orang soal nya thankss,5,Positive
pembelian kesekian kali bintang 5,5,Positive
tks ya barang nya sdh sampai packing nya rapih saya baru coba td pagi enak wangi info dari teman bahwa merk vico bagoes ini lbh bagus semoga cocok ya dan akan repeat order lg,5,Positive
sudah sering beli,5,Positive
baru pertama kali beli vco merk ini,3,Positive
barang sudah sampai semoga berkhasiat dan ampuh thx,5,Positive
wedang nya uenak muantappp,5,Positive
selalu jadi langganan,5,Positive
second order,5,Positive
kualitasnya ga diragukan lagi jadi pelanggan tetap kurir ramah dan baik,5,Positive
respons penjual cepat barang sesuai pesanan mantap produknya,5,Positive
barang sudah datang sesuai pesanan terimakasih walaupun tokonya late response,4,Negative
kembali ke awal rasanya,5,Positive
pas rasanya dicampur ke apa aja bs seller gercep bgt,5,Positive
mantap enak,5,Positive
barang bagus layanan bagus pengiriman telat mungkin lagi banyak,5,Positive
respon n pengiriman cepat sudah minum botol yg ke 2 tp hasil blom seberapa kelihatan berat badan hanya turun 1 2kg,5,Negative
ok pelayanan cepat pengiriman juga cepat,5,Positive
fast respond packing rapih,5,Positive
pengiriman cepet udah 2x beli yang merek ini tengkyuuu,5,Positive
respon n pengirimannya cepat hanya packagingnya kurang rapi n aman smoga cocok n hasilnya bs spt keterangannya mksh,5,Negative
proses cepat tp pake kurirnya lama,5, Negative
pengirimannya cepat seller responsif,5,Positive
terima kasih brg diterima dgn baik,5,Positive
ini mah sdh langganan toko rekomended banget lebih murah ori jgn d ragukan lagi seller warbiasa ramaah fast respons ceoet nyampe nyanpeee barokah elke,5,Positive
ok kak sesuai pesanan udh langganan,5,Positive
pengiriman cepat sekali terima kasih,5,Positive
sangat bagus,5,Positive
barang sesuai yg difoto pengiriman cepat mantap,5,Positive
barang sesuai,4,Positive
sudah beberapa kali order dan sampai dengan tepat waktu,5,Positive
barang sesuai respon baik,5,Positive
produk mantap packing rapih penjual nya ramah n tanggung jawab thanks ya boss ku,5,Positive
selalu memuaskan kualitas produk ok harga layak pengiriman aman terimakasih,5,Positive
selalu puas belanja disini respon pengemasan dan pengiriman cepat,5,Positive
barangnya cepat sampai packingnya rapi dan aman baru mau coba konsumsi semoga cocok dan berjodoh,5,Positive
produk berkualitas dg bahan baku yang aman dan halal,5,Positive
repurchase untuk kesekian kalinya secinta itu emang sama seleros madu,5,Positive
minum ini alhamdulillah ngurangin bruntusan,5,Positive
sdh kesekian kali beli seleros selalu puas alhamdulillah,5,Positive
mohon perbaiki untuk packing nya,4,Negative
kesayanganku bantu bersihin usus rasanyaa kulit jd lbh bersih sehat seger,5, Positive
beli buat sendiri dan juga temen alhamdulillah temen cocok,5,Positive
sekalipun ga punya alat ngedeteksi air tp sy rasa ini air zam zam asli,5,Positive
cepet banget pesen jam 2 siang jam 7 30 mlm dah sampe,5,Positive
barang oke pengiriman cepat siippp tetap pake si cepat yaaa,5,Positive
mantap pengiriman cepat mudah2an asli makasih buat selernya,5,Positive
pengirimannya sih aga telat,5,Negative
paket sudah ditrima dlm kondisi baik trims,5,Positive
sy belum minum tp saya yakin dengan produk garlic power dr hydrofarm saat in sy sakit diabetes dan luka di kaki yg cukup besar untuk bisa menutup kembali diabetes harus rendah,5,Positive
brg di terima dgn baikini ke 2x ny order mdh2an cck berkhasiat spt di deskripsi pengiriman jg sdh kembali spt biasa ny,5,Positive
packingnya the best barang sampe dgn aman,5,Positive
produk ini saya anggap sangat bermanfaat bagi org yg peduli dgn kesehatan,4,Positive
packing bgs,5,Positive
kemasannya bagus,5,Positive
sesuai pesanan tiba dengan selamat lagi dicoba minum semoga bermanfaat thanks,5,Positive
udh ke berapa kalinya packaging aman udh minum ini brp bulan enak di badan,5,Positive
pengiriman barang lumayan cepat dan packing aman produk baru mau dicoba keampuhannya kok tdkada saran penyimpanan di luar atau dlm lemari es,4,Positive
akhirnya bisa pesen jamu enak pula rasanya keep up the good work sudah repeat juga thank you,5,Positive
selalu beli disini rasanya enak dipesan jam 7 sampai jam 9 pelayanan super,5,Positive
manteb kualitas nya,5,Positive
pemesana kali ini kurang puas rasa dan racikannya spertinya berbeda dgn sebelumnya agak encer ya moga nanti sperti sebelumnya lg,2,Negative
jamu paling enak,5,Positive
pengemasan rapi bubble wrap tebal pengiriman jg cepat untuk rasa blom coba,5,Positive
service memuaskan rasa enak udah repeated order kesekian kali,5,Positive
saya yg tdnya ogah minum jamu karena rasane ora keru2an dan baunya ora blas banget setelah nyoba jamu jamu dari lies jamu malah ketagihan hehehee ternyata jamu tidak semenakutkan seperti yg saya kira matur nuwun sangeeet pasti repeat order lagiii,5,Positive
ok banget sdh repeated order kesekian kali,5,Positive
rasa kunyit asam klasik yg gak banyak campuran rempah2 lainnya pas sesuai selera saya manisnya juga pas,5,Positive
barang sampai dg aman dan baik,5,Positive
item as described,5,Positive
langganan setia sering order tksh seller sdh cepat merespon dan mengirimnya,5,Positive
selalu enak dan menyegarkan jamu nya paling favorit yg kunyit asam dan jahe,5,Positive
sampe pagi dlm kondisi baik dan dingin kayanya abis taro di kulkas tp blm di coba krn blm buka puasa,5,Positive
mantabbb seller super responsif delivery wuzz wuzz moga berkhasiat,5,Positive
kualitasnya mulai menurun klo dilihat dr ampasnya kunyit asamnya seperti menggunakan bubuk,4,Positive
kunyitnya kental banget bagus makasih ya,5,Positive
sudah jadi langganan terima kasih seller u respon dan pengiriman yg cepat,5,Positive
good stuffs fast shipment recommended,5,Positive
brg sdh diterima dgn baik pengiriman rapih aman,5,Positive
very good quality recommended,5,Positive
mantap masi dingin,5,Positive
kwalitas barang tidak diragukan lagi okey bgt sudah bbrp kali order dan cocok sukses terus ya,5,Positive
lebih sehat banget setelah makan bird nest,5,Positive
rasanya enak bgt,5,Positive
super puas and happy fast respon dan cepet juga sampe hari dalam hitungan jam ayo jangan ragu beli ke toko ini,5,Positive
nyampe dengan aman kotaknya kecium bau pandan belum dicoba semoga ngefek,5,Positive
respon cepat barang sesuai dengan yang ditawarkan packing bagus dan aman,5,Positive
gk perlu antri,5,Positive
sip mantap,5,Positive
brg sampai sesuai sujamer enak langganan sama sujamer,5,Positive
ok thanks,5,Positive
kiriman paket sudah sampai dikemas dengan baik produknya ok,5,Positive
enak bgttt menghangatkan jamer nya pedes bgt enak pokoknya lah,4,Positive
makasih gelasnya,5,Positive
pesanan sudah diterima respon pengiriman cepat dan packing rapi hanya sayang bonus gelasnya dari plastik,5,Positive
thanks gratis tumblr nya kak harusnya dapet gelas mungkin abis jadi diganti tumblr tapi bagusan tumblr sih bisa dibawa kemana2,5,Positive
belanja disini selalu puas fast delivery good product good packaging terimakasih banyak semoga sukses selalu,5,Positive
rasa nya seger asem2 manis gk pait sama sekali thank you,5,Positive
suka sekali produknya fresh dan expired nya lama,5,Positive
roselanya fresh dan seger dibuat minuman dingin,5,Positive
terimakasih banyak,5,Positive
barang sesuai pesanan tks,5,Positive
rosellanya bagus banget kualitasnya wangi bunganya pun besar2 ktika diseduh warnanya cantik puas banget,5,Positive
alhamdulillah paket sudah sampai dgn selamat terima kasih kk smoga lancar usahanya aamiin,5,Positive
sudah langganan selalu beli ditoko ini,5,Positive
product sesuaii semoga bermanfaat thnks,5,Positive
sudah langganan puas pelayanannya,5,Positive
barang bagus harga bagus kirim cepat,5,Positive
respon dan pengiriman cepat skl sdh sering order,5,Positive
udh langganan beli disini dan selalu puas,5,Positive
harga hematt pengirimann kilattt,5,Positive
sudah untuk kesekian kalinya jamunya enak banget tanpa ampas,5,Positive
sadis pagi pesan siang brg diterima recommend seller,5,Positive
balas chat cepat proses pengiriman cepat produk mantap,5,Positive
maaf gan lupa confirm terima produk dan pelayanannya super alhamdulillah qadarallah radang tenggorokan istri saya udah mendingan,5,Positive
respon seller cepat pengiriman cepat packing oke aman expired date nya jg msh lama tks yaa,5,Positive
enaaaaak manjuuuuur buat luka dalam,5,Positive
mantap pengiriman dan konfirmasi cepat terima kasih,5,Positive
enak packing aman dan cepat,5,Positive
udah sering repeat order ditoko ini dan selalu puass,5,Positive
isian ny sedikit,4,Negative
bikin enak tidur dan bdn segar,5,Positive
pengiriman cepat sampai dg selamat,5,Positive
mantab repurchase terus,5,Positive
saya puas belabja disini kwalitas produk bagus pengiriman cepat harga murah paket rapi recomendeed seller,5,Positive
terima kasih banyak telah melayani dengan baik semua products bagus packaging nya aman products sesuai foto harga bersaing dengan bagus pengiriman cepat tepat very recommended shop seller next pasti akan sering blanja lagi di sini deh semoga semakin maju sukses ya,5,Positive
belum dicoba,4,Positive
mantabbbbb,5,Positive
lumayan lah,5,Positive
semoga bermanfaat,5,Positive
pertama kali coba semoga cocok,5,Positive
produk ok semoga bermanfaat untuk tubuh dan khasiatnya bekerja dengan baik paking baik dan aman pengiriman cepat dan tepat waktu terima kasih seller,5,Positive
slow respon,5,Negative
layanan bagus,5,Positive
teh bunga telangnya bagus kering tapi fresh,5,Positive
cepat respons selalu rapih ga ada penyok exp masih lama,5,Positive
pengiriman cepat dan barang sesuai deskripsi,5,Positive
slalu repeat order sama penjual ini kualitas ok response cpt,5,Positive
barang cpt diantar,5,Positive
fast response,5,Positive
recommended banget response cepat dan barang ok,5,Positive
response pedagang cepat dan sesuai espektasi recommended seller,5,Positive
seller oke product ori,5,Positive
respon cpat dan brg sesuai pesanan,5,Positive
barang sesuai pesanan pengiriman agak lama,5,Negative
cepat dan baik,5,Positive
semuanya ok,5,Positive
kesekian kali terima kasih cepat sampe,5,Positive
bagus gan semoga bermanfaat,5,Positive
mantaaaaaaaaaaaaaap,5,Positive
produk original cuma pengirimannya lamaaaaa bgt,5,Negative
cepat sampai fast respont,5,Positive
pengirimannya cepet banget sehari sampai padahal pilih yang bebas ongkir keceee,5,Positive
produk original pengiriman cepat packaging super ekstra dan aman,5,Positive
order utk sekian kalinya,5,Positive
pesanan dikemas dengan sangat rapi hati² sekali hearty potion ini enak sekali bisa menurunkan kolestrol trksh ya kak sukses selalu,5,Positive
produk sesuai yang dipesan barang cepat sampai packaging aman tidak buat barang rusak,5,Positive
pengiriman ok sudah order kedua produk rasanya enak,5,Positive
proses dan pengiriman cepat barang sesuai deskripsi recommended seller thanks,5,Positive
menyehatkan,5,Positive
langganan belanja disini selalu top pelayanan dan barangnya,5,Positive
kemasan rapi bersih belum dicoba smg bagus,5,Positive
aku beruntung ketemu seller ramah dan products yg high quality 1 pack setelah dimasak banyakk bangat kemasan setiap barang2 didalam packingan juga bersih recommended seller,5,Positive
beli kemarin hari ini da nyampe packing rapi semoga cocok dan bermanfaat,5,Positive
kasih bintang 3 dulu soalnya blum dicoba masak semoga sy suka,3,Positive
yummmy,5,Positive
barang sesuai dan sangat baik penjual komunikatif dan respon cepat pengiriman aman recommended seller,5,Positive
enak bgt segerrr dah repeat order 2x pelayanan juga mantap thank you golden tree 88,5,Positive
barangnya fresh semua mantap,5,Positive
cpt bgt sampenya seller ramah trims,5,Positive
selalu puass bgt belanja disini ini ud repeat order ke brp ga keiitung deh top seller pertahankan boss,5,Positive
cepat delivery,5,Positive
joss gandos,5,Positive
respons seller baik pengiriman cepat recommended seller,5,Positive
pengirimannya cepat sekali,5,Positive
air minum ini enak banget beda dari air minum lainnya thank you utk pengiriman yg super cepat,5,Positive
barang langsung diproses dan respon sangat cepat seller sangat ramah,5,Positive
pengiriman cepat dan product bagus,5,Positive
respon samgat cepat dua kali beli gak kapok,5,Positive
joss,5,Positive
the best dah,5,Positive
nyampe sini msh hangattt mantappp makasii yaa,5,Positive
yg ke 2 beli disini,5,Positive
tolong susunya dibersihkan setelah diikat ceceran susu banyak didalam plastik,5,Negative
mantan dan cepat,5,Positive
recommended bngt deh,5,Positive
produk sesuai deskripsi dan pengiriman cepat,5,Positive
seger bray respon penjual sangat bagus terima kasih semoga sukses dan jaya terus amiin,5,Positive
top seperti biasanya,5,Positive
barang cepat datang dan bagus,5,Positive
pelayanan seller cepat,5,Positive
pesanan sesuai deskripsi packing rapi kwalitas sngat bagus senang belanja disini responnya sangat cepat trmksih ya semoga sukses terus,5,Positive
kereeen,5,Positive
pengiriman cepat ok deh,5,Positive
cepat sdh pesan beberapakali tapi memang ada yang sudah bersemut,5,Positive
sekoteng favorit sejak jaman kecil terkenal sejak dulu di jogja palinh enak ini,5,Positive
expired panjang,5,Positive
sekali lagi transaksi yg sangat lancar dr penjual ini terima kasih banyak,5,Positive
segeeeerrr,5,Positive
sdh 2 kali pesan selalu enakkk air kelapanya,5,Positive
selalu puas minum prau,5,Positive
segerrr banget recommended,5,Positive
segeerr banget air kelapa nya apalagi kalau dingin,5,Positive
air kelapa ijo paling enak dan harga paling terjangkau,5,Positive
fresh harga terjangkau,5,Positive
seger bangeett dan dikasih bonus sedotan stainless lagi mantaapp,5,Positive
brg sdh diterima dgn baik thanks,5,Positive
rasanya enak ada manis2nya seger aman buat detox ataupun diet rendah kalori tanpa pemanis apapun tx,5,Positive
mantafff enak banget hujan minuman hangat top banget deh,5,Positive
mantab response dan pengiriman cepat tqtq,5,Positive
sekoteng instan ter the best,5,Positive
barang sesuai pesanan seller rekomen udah yg kedua kali beli di sini top banget deh,5,Positive
order kedua kalinya di sini produknya original dan pengirimannya juga sangat cepat terima kasih,5,Positive
produknya mantap deh original masih dalam segel dan kadaluwarsanya juga masih lama,5,Positive
pembelian yang ketiga kali,5,Positive
paket raoih expire msh lama kurir ramah mksh tokopedia,5,Positive
paket sempurna exp masih lama kurir ramah,5,Positive
trimakasih y seller ngebayar rs kangen bgt ini trnyta ada d online jg biasanya minum krn oleh2 dr jogja d bestttt,5,Positive
sampai sesuai permintaan dan dengan selamat terima kasih,5,Positive
saya sudah coba dan bungkusnya amat baik terimakasih,5,Positive
paket sudah nyampai dengan mulus bro kemasan rapi segera saya cobain bunga telangnya semoga khasiatnya bermanfaat untuk saya dan keluarga trimakasih,5,Positive
barang dalam kondisi bagus dan sesuai pesanan,5,Positive
thanks ya pengirimanan yg cepat,5,Positive
warna tehnya bagus rasanya enak,5,Positive
belum dicoba semoga puass,5,Positive
keren nihh kali cepattt sekaliiii mantuuulll selalu belanja disini,5,Positive
bagus pengiriman cepat,5,Positive
fast repond mantab,5,Positive
fast respon dan packagingnya rapih,5,Positive
barangs esuai dengan pesanan dan tidak pecah,4,Positive
packing super rapi super satisfied,5,Positive
proses cepat sekarang packing aman rekomended,5,Positive
tapi proses lumayan yaa sy pilih 6 8jam tp tiba 2hari kemudian sy klik order malam jam 12an baru sampe 2hari berikutnya,5,Negative
packaging aman dan produk cepat,5,Positive
seller responsive harga bagus kiriman express terima kasih bantuanya,5,Positive
enaaak pengiriman cpt seller responsif,5,Positive
pesan malem ngiranya besok siang sampe ternyata pagi dooong udah sampai masih seger packing jangan ditanya kl rasa udah pada tahu lah enduuul nggak malu2in untuk kasih2 ke tetangga,5,Positive
pagi2 sdh sampai dan packing utuh bagus tks ya,5,Positive
enak ini cuma ya kicik betul,5,Negative
enak dan unik mantap lah,5,Positive
cepat respon delivarynya dn oke banget kuenya,5,Positive
rasanya enak bgt respon chat cpt di bls pengiriman jg cpt top markotop,5,Positive
puas gula aren asli dr wanginya sudah terasa,5,Positive
barang sesuai pesanan seller nya responsif,5,Positive
sampe barangnya cepat mkasih gan,5,Positive
selalu the best,5,Positive
tumben lama kirimnya,4,Negative
mantaplah pokoknya,5,Positive
pembelian yg kesekian ribu kaliiii,5,Positive
orderan kedua gak ada problem lancar seperti kemarin produk sesuai deskripsi,5,Positive
gak sempet foto karena setelah dimasak bentar langsung habis sama papa dan gak berhenti komen klo dagingnya enak semoga tambah sukses yaa,5,Positive
ke moza kitchen atas rekomendasi teman kesan setelah berberlanja seller komunikatif responsif tenderloin datang dalam keadaan beku dan menggunakan packing vakum sehingga kondisinya terjaga produk sesuai dengan yg di foto ada 2 potong tenderloin per pack tidak sabar untuk segera olah dan makan,5,Positive
alway great dan memuaskan,5,Positive
beneran empuk dagingnya even tebelnya lumayan next repeat order insyaa allah,5,Positive
semua produk disini selalu okay,5,Positive
mantap betul,5,Positive
selalu okee barangnya,5,Positive
okee tinggal esekusi,5,Positive
dagingnya empuk jozzz,5,Positive
pngiriman cepat,5,Positive
super fast respond great product thank you,5,Positive
kenyil kenyil,5,Positive
cepet dtgnya,5,Positive
sudah biasa langganan boba disini hrganya murah dan sellernya ramah,5,Positive
barang original,5,Positive
selalu order disini,5,Positive
anak suka sesuai yg diinginkan,5,Positive
cepeeet,5,Positive
barang diterima dengan baik thanks,5,Positive
ada gumpalan susu di kopinya,3,Negative
botol ny bukan yg lama beda sama foto pas order,4,Negative
packing bagus mungkin udah belajar dari kesalahan sebelumnya yang menggunakan kertas akhirnya pecahpengiriman cepat oke baik lah,5,Positive
enak kopinya and tempatnya bagus good job sir,5,Positive
barang sesuai deskripsi enak tp proses pengiriman nya lambat padahal dah pake same day pesan jam 12 tp baru kirim esoknya,5,Positive
terfavorite,5,Positive
rasa kopinya sangat light dominan rasa susu,4,Negative
saya kecewa pelayanannya saya order kemaren malam berharap pagi pas buka toko pesanan langsung di kirim dengan asumsi siang or sore nyampe dirumah pas ditanyain chat gk bls pengirimannya lama saya minta cancel tp ttp di proses product juga stikernya udh broken untuk rasa kopi biasa aja,2,Negative
barang sudah sampai dalam kondisi baik dan sesuai pesanan terimakasih,5,Positive
mantap bro repeat order,5,Positive
stok habis,1,Negative
barang dikirim sudah malam kurir tidak info barang sudah tiba sesuai dengan sop kurir biasa apalagi barang ini daging mentah barang di tinggal saja dengan sekuriti barang rusak semua,2,Negative
mantep barangnya sesuai foto dan deskripsi pengiriman aman dan cepat,5,Positive
barang hancur dan rusak mungkin tertimpa2,1,Negative
seller ramah bgt kurir lama bgt,5,Positive
salah kirim setelah beberapa hari akhrnya dibantu toko utk mengantarkan toppoki yg dipesan appreciated utk penyelesaiannya,2,Negative
enak ini udah pemesanan ke 3 bumbunya pas rasanya mantappp,5,Positive
ternyata kecil2 semoga enak,5,Negative
rasanya enak sayang kurirnya lama bet waktu datang ada yg sudah jamuran,4,Negative
sausnya ok rice cakenya agaknkyrang,3,Negative
rasanya enak tapi saya ga dapet cara masaknya jadi agak kira kira,5,Positive
bordir rapih bgtt suka,5,Positive
pengiriman cepat pengemasan aman untuk rasa terlalu manis buat saya,4,Negative
udah ga perlu kasi review lg krn udh berthn2 slalu minum jamon terbukti bs bantu jaga imun tubuh tengkyu namaste,5,Positive
pertama kalinya nyobain jamon biasa langganan hearty potion nya mnrt saya scr rasa dominan lemon dan madunya jadinya saya minumnya abis buka puasa utk ngehindarin maag utk sahur saya minum hearty potion,5,Positive
mi lopppppp,5,Positive
udah repeat order sukak,5,Positive
okeeee,5,Positive
yeeeyy datang disaat yg tepat imun lg drop dan ini dpt flash sale pengiriman aman bgt cairan sampe tujuan dgn selamat thx namaste,5,Positive
selalu repeat order rejeki dpet flas sale,5,Positive
minumannya sampai dengan aman lalu rasanya pas almondnya kerasa dan creamy cuman kopinya gk terlalu kerasa terima kasih kak,5,Positive
terlalu manis untuk selera saya taste better cold and with ice,4,Negative
taste keep changing,3,Negative
berasa malt,5,Negative
barang diterima dan sesuai,5,Positive
tumben kurirnya minta uang parkir terus botolnya ngga ada segel hitam seperti biasanya,3,Negative
mantap banget rasanya,5,Positive
pengiriman sesuai estimasi packing jg aman pakai bubble wrap rasanya enak creamy dan ada rasa almondnya tq seller,5,Positive
ujungnya kering jadi bintang 3 aja deh yak,3,Negative
wuih beneran jumbo bagus lidah buayanya pengiriman jg cepat n admin ramah,5,Positive
gedeeee bangettt gak pernah liat aloe vera segede gini,5,Positive
sdh trima barangnya trnyata lidah buayanya gedhee banget dibandingkan yg ada di supermarket recommended,5,Positive
sering beli disini lidah buayanya segar tapi dgn syarat pengiriman yg langsung sampai paling ngk sameday klo yg hrs nginap busuk semua mungkin kepanasan bungkusnya rapat,5,Positive
bbrp kali order tapi kenapa kali ini dikirim pelepah yg kecil tdk spt sblmnya gede,3,Negative
di pembelian ke 2 kecewa karena barang2nya rusak waktu sampai masalahnya sudah diselesaikan dengan asuransi penggantian uang untuk barang saja tanpa diganti ongkir ada baiknya toko punya strategi supaya kejadian seperti ini tidak terulang saya lihat di komen lain ada beberapa kasus serupa karena yg dirugikan ya pasti pembeli,2,Negative
sangat sangat puas gede bngt,5,Positive
mantaap daaah pokoknyaa,5,Positive
tokonya ok banget pesan minggu senin harusnya sudah sampai sayangnya kurirnya error dikirim engga malah ditahan aa,5,Negative
ada kendala pengiriman seller info kalo dah dipickup tgl 03 dan di lacak baru terupdate di anteraja 06 dan terima hari ini tgl 07 stlh telp bbrp kali ke anteraja sy pribadi percaya seller krn track record anteraja memang diragukan,5,Negative
terima kasih sudah sampai barang dengan kondisi baik dan di kemas dengan aman,5,Positive
barang sesuai pesanan kualitas bagus sayang ekspedisi agak lelet dan malas update status perjalanan barang,4,Negative
bagussssssss,5,Positive
trima kasih cpt sampainya,5,Positive
cepat dan rapih,5,Positive
sudah berlangganan selalu senang belanja ditoko ini responnya cpt barangnya berkualitas packaging rapi pengantaran tepat waktu,5,Positive
gooooooddddds mantabs,5,Positive
penjual baik barang sampai dengan baik,5,Positive
terima kasih barang sudah diterima dengan baik,5,Positive
terimakasih paketnya sampai dan di bungkus dengang rapi,4,Positive
sudah langganan sepeeti biasa puas recommended,5,Positive
mantab sesuai deskripsi response cepat recommended,5,Positive
packingan oke bgt admin fast respon rekomen deh,5,Positive
saya rebus lagi sebentar biar lebih awet di kulkasnya tambah stevia vanila garam dikit enak seger banget,5,Positive
sudah dtg thank you seller sukses dan sehat terus utk kurir dan seller gbu,5,Positive
kopinya joss rasanya soft dan enak dilambung,5,Positive
toppp no complain,5,Positive
toko langganan kopi enak harga murah tapi pembelian kali ini agak lama di pengemasan ya beli tgl 12 baru dikirim tgl 15 lain kali mohon ditingkatkan kecepatan pelayanannya,4,Negative
ini dah order yang ketiga atau keempat,5,Positive
dari packing sudah tercium wangi kopinya terimakasih contoh kopinya sukses terus ya kak,5,Positive
kopi wangi dan enak diminum ini orderan yang ke 2 x nya,5,Positive
terimakasih uda nyampk,5,Positive
dah sampai,5,Positive
udah langganan respon dan pengiriman cepat selalu dapat produk yg terbaik,5,Positive
lumayan bagus mantap berkah aamiin,5,Positive
pembelian kesekian kalinya mantabb,5,Positive
kesekian kalinya beli kulit samosa disini tidak mengecewakan terima kasih banyak,5,Positive
selalu cepat pengiriman nya recommended,5,Positive
