Review,Rating,Sentiment;Label;;
order malem besok siang sampe cepet banget rasa ok lah lebih dominan yakult mangga nya tipis² overall dengan harga segitu sangat recommended seller ramah packing rapih jangan ragu beli barang di toko ini,5, ;P;;
paket dah sampai dng selamat cukup puas dng barang yg d beli karena sesuai dng yg d fto tpi blom d coba sich enak tau gnya utk seller pertahankan kualitas pelayananny good job utk mas kurirny makasih tokopedia,5, ;P;;
always perfect,5, ;P;;
mantap boss,5, ;P;;
paking kurang tebel,4, ;N;;
produk rusak salah kurir dan saya tdk mendapat penggantian asuransi dr tokopedia jd hilang uang saya,1, ;N;;
diprosesnya cepat,5, ;P;;
pesanan sesuai kurir cepat dan rapi,5, ;P;;
packaging tdk disegel kebersihan kurang kayak sari aja bukan jus,1, ;N;;
kurang 250ml hanya 3 gelas,2, ;N;;
pelayanan cepet paket datengnya rapih rapat kirain packagenya botol literan ternyata dibagi2 di tmp kecil kaya gini,5, ;P;;
dikasih digelas plastik bukan dibotol yang bisa ditutup lagi kalau belum habis diminum keliatannya banyak capuran airnya juga,1, ;N;;
sampai di hari yg sama dg pemesanan,5, ;P;;
packing rapi semoga cocok,5, ;P;;
sippp,5, ;P;;
enak sueger,5, ;P;;
love it product services,5, ;P;;
pesanan sudah diterima dgn baik terima kasih,5, ;P;;
pengiriman tepat dan cepat,5, ;P;;
enaakk segerr,5, ;P;;
akhirnya sampai juga,5, ;P;;
sukses selalu,5, ;P;;
pengiriman cepat dan dibungkus dengan rapi recommended seller,5, ;P;;
uda beli 2x disini tidak mengecewakan selalu cepat prosesnya the best,5, ;P;;
respon bgus packing rapi n lsng sampai jg brgnya mksih byk ya,5, ;P;;
respon bgus packing rapi n brg jg lsng sampai order sore jm 8 mlm udh smpe mksih byk ya,5, ;P;;
puas bgt belanja jus disini pengiriman rapi dan cepat seller sgt ramah dan selalu membalasa chat dgn cepat hrg pun murah pokoknya pelayanannya bagus rekomen bgt beli disini,5, ;P;;
gapernah nyesel beli disini,5, ;P;;
kurang manis,5, ;N;;
pembelian yg ke 3 kali sudah langganan juga dgn jus ini kental n fresh jusnya,5, ;P;;
langganan di toko ini beli produk toza juice,5, ;P;;
repeat order yang kesekian kali nya terima kasih bonus nya kak,5, ;P;;
jusnya seger dan ngefek bgt utk asi,5, ;P;;
bisa request kadar gulanya juga udah langganan dan dikasih bonus terus,5, ;P;;
repeat beberapa kali,5, ;P;;
udah order yang kedua kalinya,5, ;P;;
ini order pertama semoga asi melimpah thanks seller respon sangat baik,5, ;P;;
langganan buat suplemen asi dede,5, ;P;;
beli 20 botol terus sekali order udah berkali2 habis beli lagi habis beli lagi eh dibonusin 2 udah langganan disini ga pindah2 lagi,5, ;P;;
semoga saja efektif,5, ;P;;
mantap lemonnya asli udah repeat order,5, ;P;;
orderan kesekian kalinya,5, ;P;;
rasanya tetap segar,5, ;P;;
enakk bangeet lemon nyaaa bajal order lagii,5, ;P;;
pengiriman cepat lemonnya asli mantap pasti diulang kalo nanti sudah habis,5, ;P;;
puas puas puas,5, ;P;;
pesanan ke 2x nih,5, ;P;;
udah keseringan order dan selalu puas,5, ;P;;
pengemasannya selalu rapih,5, ;P;;
repeat order lagi,5, ;P;;
pengirimannya gercep banget air kelapanya juga okeeh,5, ;P;;
enak bangets and seller gercep banget proses pesenan,5, ;P;;
pengiriman cepat cs ramah rasanya fresh thanks,5, ;P;;
mantap segar bermanfaat bagi yg sedang proses pemulihan,5, ;P;;
mantappppp pengiriman cepat dan seller ramah langsung disantap utk kakak saya yg pemulihan covid,5, ;P;;
pengiriman cepat kemasan rapih produk nya fresh banget,5, ;P;;
seger,4, ;P;;
garcep seger,5, ;P;;
segerrrr,5, ;P;;
repeat order dan msh tetep sukaaaaaa enak bgt deh selain sehat ada yakult nya ada rasa nya juga jd itu yg buat tambah enakkkk terima kasih,5, ;P;;
enaaaakkk segerrrr,5, ;P;;
ennnnaaaak,5, ;P;;
pengiriman secepat kilat belum dicoba rasanya karena belum buka puasa,5, ;P;;
pengemasan sangat baik dan enak rasa nya,5, ;P;;
enak bgt ini leciyakultnya segerr,5, ;P;;
sudah langganan trims,5, ;P;;
always good pelanggan tetap,5, ;P;;
top markotop,5, ;P;;
produk sdh diterima tks kaka,5, ;P;;
selalu beli rutin 1 bln 4 pouch kebutuhan utk ber 2 anak sy,5, ;P;;
sesuai deskripsi dan pengiriman cepat,4, ;P;;
langganan aku,5, ;P;;
barang sesuai deskripsi dan pengiriman secepat kilat mantap pokoknya makasih ya kak,5, ;P;;
pembelian kesekian kalinya barangnya ok banget,5, ;P;;
pakingnya rapi semoga barokah,5, ;P;;
mksh,5, ;P;;
produk sesuai deskripsi,5, ;P;;
biar bintang yg berbicara makasih ya min,5, ;P;;
trimakasih pesanan sudah sampai dengan aman ga ada yg bocor,5, ;P;;
barang ori,5, ;P;;
packing aman banget sih inii bagian luar dan dalam dilapisin bubble wrap,5, ;P;;
penngiriman cepat masih disegel,5, ;P;;
paking rapi sesuai pesanan,4, ;P;;
barang sesuai dan cepat tiba,5, ;P;;
seller fast responds tq ya,5, ;P;;
produk sesuai packing rapih dan aman tks,5, ;P;;
jus nya asli ada rasa sepet nya khasiat nya bagus,5, ;P;;
pretty fing delicious man cant get enough of it,5, ;P;;
barang sesuai dengan deskripsi internal order dan pengiriman cepat recommended untuk beli dari seller ini,5, ;P;;
barang cepat sampai pokoknya senang belanja di sini,5, ;P;;
pengiriman cepat packagingnya ok banget,5, ;P;;
packingnya mantap banget rasa dan khasiat belum tahu karena belum dicoba,5, ;P;;
harga kualitas fungsi produk respon pesanan cepat pengiriman cepat elowrie diejana elowrie bacana enjoy low calorie 53m4ng t,5, ;P;;
selalu puas dan oke recommended,5, ;P;;
mantap sari lemon nya repeat order lagi,5, ;P;;
barang sesuai spesifikasi,5, ;P;;
warna kog tidak jernih ya,4, ;N;;
alhamdulillah udah langganan disini seller inshaallah amanah,5, ;P;;
ternyata sudah tidak ada super promo beli dua 500 ml gratis 1 yang 250 ml,3, ;N;;
tiba dalam kondisi baik perasan jeruk lemon nya original sudah dicoba enak dan asli alhamdulillah,5, ;P;;
mantap seperti yg lalu lalu,5, ;P;;
rasanya nendang,5, ;P;;
barang di terima dgn baik semoga cocok produk nya terima kasih,5, ;P;;
pembelian ke2,5, ;P;;
respond kualitas ok,5, ;P;;
saya pesan sarwendah juice dan bayar seharga sarwendah juice baru buka kok sliming tea dengan harga 125 000 dibawah harga sarwendah juice bagaimana ini,1, ;N;;
alhamdulilah dah sampe makasih mas kuruir smoga ccok,5, ;P;;
sering order dikasih diskon dong,5, ;P;;
pembelian pertama turun 3kg mudah2an yg kedua ini turun 5kg terima kasih banyak ada bonusnya,5, ;P;;
thanks kak kami adalah pelanggan setia dan selalu order,5, ;P;;
sempat gak terima krn paket sy di luar dari estimasi pengiriman tapi tetap happy pas sampe paketnya senang melihat prodak nya trs aku di kasih bonus madu di botol kecil thank you yaa,5, ;P;;
juice yang segar fiber berguna memperbaiki pencernaan suka banget,5, ;P;;
barangnya bagus aman dan rapih fast respon cepet nyampe,5, ;P;;
selalu puas dengan produk dan pelayanan di toko ini mantap,5, ;P;;
rasanya lumayan cocok semoga berkhasiat,5, ;P;;
super fresh super laikkk 3,5, ;P;;
sangat cepat prosesnya dan fresh,5, ;P;;
fresh langsung habis pelayanan cepat,5, ;P;;
jeruknya enak manis,5, ;P;;
mantap produk bagus dan sehat pengiriman aman dan rapi,5, ;P;;
pengiriman cepat dan jusnya segar,5, ;P;;
rasanya segar tidak ada pahit sedikit nya bener2 jeruk murni,5, ;P;;
udah beli beberapa kali enaaak kaya jus jeruk di hotel2,5, ;P;;
jeruk murni tidak ada tambahan gula segar,5, ;P;;
ud langganan jus nya selalu fresh recommended,5, ;P;;
favorite aku dapat bonus lagi makasih wake wake,5, ;P;;
selalu jd andalan menyusui dr anak pertama saya mantappp,5, ;P;;
berasa produksi asi lbh banyak dan lancar,5, ;P;;
seller responsif meskipun driver nya bermasalah tetapi seller tetap bertanggung jawab makasih banyak mom,5, ;P;;
selalu langganan dr anak pertama,5, ;P;;
langganan terus dr anak pertama,5, ;P;;
puas banget belanja disini seller ramah dan selalu fast respon terima kasih ya,5, ;P;;
semenjak minum jus wake wake kebantu bgt mengasihi nya terimakasih,5, ;P;;
superb service respons sangat cepat dan pengiriman super cepat rasa lemon ini terfavorit sudah 8 bulan menyusui dan tetap hanya wake2 ini yg bikin asi banjir thanks,5, ;P;;
rekomen maknyusss,5, ;P;;
oke tapi kurang terasa duriannya,3, ;N;;
rasanya enaakk sy suka terimakasih,5, ;P;;
blom di coba semoga mantab,5, ;P;;
lumayan semoga enak blum coba,5, ;P;;
brg sesuai pesanan makasih,5, ;P;;
rasa kualitas slalu yess,5, ;P;;
sesuai gambar dan deskripsi tks,5, ;P;;
terima kasih mom lin bersyukur kenal mom lin dr 5 6 th yg lalu asi kali ini alhamdullilah lancar jaya makasih mom,5, ;P;;
kyknya ada yg bocor packing 1 pouchnya,5, ;N;;
sesuai pesanan dan pengiriman super cepat dapat bonus jugaa,5, ;P;;
ena ena ena bisa distack belom nyobain yg pare yg pare katanya bikin ldr,5, ;P;;
ga dapet freenya,1, ;N;;
rasanya mayan lah meski ada pahangnya udahannya so far belum terasa manfaatnya bikin asi ngalir malah jadi lebih sedikit dibanding sebelum minum asi booster ini udah minum 3 selama 2 hari dan belum ada efeknya sama sekali,3, ;N;;
barang diterima dalam kondisi baik dan sesuai pesanan kualitas produk sesuai ekspektasi,5, ;P;;
rasanya ga berubah tetep enaaaakkk mantul,5, ;P;;
wah hari ini seller baik banget karna langganan udh lama saya dikasih bonus free 4 pouch terima kasih,5, ;P;;
segar sekali,5, ;P;;
ini enak bgt rasanya seger,5, ;P;;
enak bangettt parah sodanya juga berasa plus sehat worth dehh,5, ;P;;
1 botanical sanitizer in indonesia yuk kunjungi chea indonesia,5, ;P;;
seger2 cocok buat abis beraktivitas mm yeah,5, ;P;;
llelelelellelelelelelellelelelelelelelelelelelelelelelelele,5, ;N;;
respon cepat delivery juga cepat rasanya pun enak,5, ;P;;
keren produknya,5, ;P;;
kualitasnya bagus,5, ;P;;
pengiriman cepat barang sesuai deskripsi,5, ;P;;
enak gak terlalu manis sesuai selera saya pengiriman baik bubble wrap tebal jadi barang aman,5, ;P;;
barang sesuai deskripsi packing aman enak excellent,5, ;P;;
produk baik sekali dan packaging baik sekali pake bubble wrap nya banyakk banget sampe kaget pantesan aman padahal botol beling,5, ;P;;
barang packaging ok bgttt di handle properly pakai bubble wrap dan padat bgt di kardusnya anti kepentok pentok pengiriman super kilat padahal pake ekspedisi yang bebas ongkir btw terima kasih untuk gift haribonya big 5 star to sukanda home,5, ;P;;
great product great seller great service,5, ;P;;
kiriman paket sdh sy terima dgn kondisi baik,5, ;P;;
mntabbbbb cpt reply and process,5, ;P;;
packing super baik di bungkus plastik 2 kali lalu di wrap dgn lakban dgn super rapi respon penjual cepat terimakasih,5, ;P;;
pelayanan memuaskan,4, ;P;;
pengiriman sangat cepat barang sesuai pesanan recommended seller,5, ;P;;
packing rapi dan pengiriman cepat terimakasih,5, ;P;;
mantaaappp pengirimannya cepaat,5, ;P;;
good fast response mantap kemasan rapi,5, ;P;;
seller ok respon cepat dan pagi2 langsung dikirim pemgiriman aman recommended seller,5, ;P;;
produk orisinil barang bagus service paling keren,5, ;P;;
pertama kali belanja disini dan bakalan langganan seller nya gercep banget top deh,5, ;P;;
order again,5, ;P;;
sdh ke tiga kali langganan beli packing baik dan pengiriman cepat terimakasih bonus gantungna kunci nya,5, ;P;;
barang sudah terima dan terima kasih,4, ;P;;
barang sudah tiba terima kasih,4, ;P;;
cepat dan aman,5, ;P;;
saya terima barangnya sesuai pesanan makasih gan,5, ;P;;
respon penjual super cepat packing rapi pengiriman cepat luar biasa,5, ;P;;
barang cepat sampai packing rapi,5, ;P;;
pengiriman sangat cpt product blm dicoba blm bisa review product,5, ;P;;
sangat rekomendet,5, ;P;;
fast response seller dan pengirimannya cepat sudah order yang ke sekian kalinya,5, ;P;;
responsif n cepat,5, ;P;;
sampai dg selamat rapih dan sesuai diskrips,5, ;P;;
packing bagus pengiriman cepat saran tutup botol kemasan kurang rapat sedikit tumpah,5, ;N;;
semoga rasanya enak belum dicoba salut dengan fast respond nya,5, ;P;;
pesanan sesuai dan diterima dg baik pengiriman cepat dan respon penjual ramah,5, ;P;;
thanks seller paketnya sdh diterima sesuai deskripsi exp jauh,5, ;P;;
mantap admin fast respon selalu sehat dan sukses,5, ;P;;
barang sesuai ed masih lama tks,5, ;P;;
barang sudah sampai dengan selamat respon cepat kirim cepat ok banget thanks,5, ;P;;
respon seller sangat baik paket terbungkus rapi dan cepat sampai recomended,5, ;P;;
mantap respon dan pengiriman cepat makasih,5, ;P;;
pengiriman cepat respon juga baik recomended,4, ;P;;
responsipppppp,5, ;P;;
barang diterima sesuai pesanan kemasan rapih pengiriman cepat,5, ;P;;
masih jadi langganan terima kasih gan,5, ;P;;
diterima sesuai deskripsi proses kirim cepat,5, ;P;;
nikmat campur kopi makin nikmat,5, ;P;;
sudah 3x order,5, ;P;;
fast respon dan kwalitas bagus,5, ;P;;
enak dan segar dibadan,5, ;P;;
cepat sekali response dan pengirimannya,5, ;P;;
wah packaging nya rapindaj keren,5, ;P;;
kiriman cepet sekalii pembelian kedua nih,5, ;P;;
packing baik cepat sampai rasanya kurang pedes dikit,5, ;N;;
fast respon udah langganan,5, ;P;;
produk sesuai deskripsi paket diterima dlm kondisi baik recommended seller,5, ;P;;
selalu oke makasih,5, ;P;;
respon cepat barang dibungkus bubble wrap dengan baik sehingga barang aman terima kasih,5, ;P;;
wah ini beli yg kesekian kalinya rekomen seller selalu puas karena pengiriman tepat waktu cepet bgt udh gtuh kualitas jahe merah nya okay bgt pokoknya rekomen seller,5, ;P;;
pesanan yg kesekian kalinya selalu okay,5, ;P;;
selalu oke dan sll cepat trm ksh sukses sll,5, ;P;;
jossss,5, ;P;;
mwantap,4, ;P;;
brg cepat sampe saat buka puasa enak segar bgt good seller,5, ;P;;
sesuai dengan keinginan minumannya enak,5, ;P;;
akurasi dan kwalitas sesuai bintang trimaksih,5, ;P;;
murah enak,5, ;P;;
cepat respon,5, ;P;;
enak buat badan,5, ;P;;
layanan ok pengiriman cepat praktis diseduh panas atau diminum dingin harga ekonomis tapi khasiatnya oke buat genjot imun selama pandemi,5, ;P;;
alhamdulillah terimakasih barang sesuai deskripsi dan sudah diterima dengan baik,5, ;P;;
untuk kesekian kalinya belanja disini dan selalu puas sukses terus,5, ;P;;
mgkn krn terlalu banyak customer jadi agak sibuk,2, ;N;;
rasa kalem tidak pedas packing ok,5, ;P;;
ini repeat yg kesekian saya sudah merasakan khasiatnya buat kesehatan respon cepat dan packing makin ok,5, ;P;;
selalu oke respon dan pengiriman cepat sekali,5, ;P;;
saya beli untuk kantor n pada suka makanya repeat terus trims ya,5, ;P;;
sudah sering beli utk kesekian kali nya no complain,5, ;P;;
sesuai dgn janji kiriman dateng sesuai waktunya,4, ;P;;
pembelian yg ke tau dah pokoknya langganan tiap bulan dua toples selalu memuaskan khasiatnya terasa,5, ;P;;
langganan deeeh,5, ;P;;
semua ok kecuali 3 toples penyok pengiriman cepat seller ramah,5, ;N;;
original dan berkhasiat reorder kesekian kali,5, ;P;;
minuman wajib untuk kesehatan tiap bulan stok buat di rumah thanks namaste buat golden tiketnya sukses selalu salam sehat,5, ;P;;
hp selalu hrs ada di rmh bantu jaga imun tubuh bgt udh berthn2 konsumsi ini sll repeat order tengkyu namaste,5, ;P;;
thx u kak,5, ;P;;
selalu puas order di namaste kualitas produknya selalu ok thankyou,5, ;P;;
pembelian utk yg kesekian kalinya rasa dan qualitas nya tidak berubah terima kasih seller tokopedia,5, ;P;;
barang tiba dgn aman respon cepat baru dicoba semoga hasilnya sesuai yg diharapkan namaste,5, ;P;;
mantap banget packing kardus plus bubble warp aman sentosa pesan kemarin dan hr ini lgs sampai cuma butuh 1hr aja loh uda pesan yg kesekian nih kadang disini kadang disono namaste is the best dah ud cocok jd bs menjaga kesehatan trus nih selama pandemi,5, ;P;;
paket wedang uwuh sudah sampai tks,5, ;P;;
rasanya enak pengiriman rapi,5, ;P;;
produk pesanan sesuai dengan deskripsi,5, ;P;;
order ber ulang dan barangnya mantsb oni,5, ;P;;
ok ok ok,5, ;P;;
sesuai pesanan cepat datang,5, ;P;;
order ke 3 so far so good,5, ;P;;
sudah langganan beli bekatul disini dan selalu puas pengiriman juga cepat tks seller,5, ;P;;
barang sesuai deskripsi dan ekspektasi pengiriman cepat rekomendasi seller,5, ;P;;
cepat bgt pengiriman nya,5, ;P;;
pelayanan yg cepat utk order kesekian kalinya makasih,5, ;P;;
sudah langganan beli bekatul di sini selalu memuaskan recommended seller,5, ;P;;
produk belum dicoba kalo pelayanan sangat ok sesuai pesanan recommended seller,5, ;P;;
selalu bagus,5, ;P;;
bekatulnya bagus dan pengiriman cepet,5, ;P;;
sudah berlangganan dan selalu terjamin barang dan pengiriman nya,5, ;P;;
udah beli kedua kali bagus,5, ;P;;
respond ramah dan pengiriman cepat sekali packing rapi,5, ;P;;
langganan dimari,5, ;P;;
selalu puas sorry gk ada foto nya ya pesanan orang soal nya thankss,5, ;P;;
pembelian kesekian kali bintang 5,5, ;P;;
tks ya barang nya sdh sampai packing nya rapih saya baru coba td pagi enak wangi info dari teman bahwa merk vico bagoes ini lbh bagus semoga cocok ya dan akan repeat order lg,5, ;P;;
sudah sering beli,5, ;P;;
baru pertama kali beli vco merk ini,3, ;P;;
barang sudah sampai semoga berkhasiat dan ampuh thx,5, ;P;;
wedang nya uenak muantappp,5, ;P;;
selalu jadi langganan,5, ;P;;
second order,5, ;P;;
kualitasnya ga diragukan lagi jadi pelanggan tetap kurir ramah dan baik,5, ;P;;
respons penjual cepat barang sesuai pesanan mantap produknya,5, ;P;;
barang sudah datang sesuai pesanan terimakasih walaupun tokonya late response,4, ;N;;
kembali ke awal rasanya,5, ;P;;
pas rasanya dicampur ke apa aja bs seller gercep bgt,5, ;P;;
mantap enak,5, ;P;;
barang bagus layanan bagus pengiriman telat mungkin lagi banyak,5, ;P;;
respon n pengiriman cepat sudah minum botol yg ke 2 tp hasil blom seberapa kelihatan berat badan hanya turun 1 2kg,5, ;N;;
ok pelayanan cepat pengiriman juga cepat,5, ;P;;
fast respond packing rapih,5, ;P;;
pengiriman cepet udah 2x beli yang merek ini tengkyuuu,5, ;P;;
respon n pengirimannya cepat hanya packagingnya kurang rapi n aman smoga cocok n hasilnya bs spt keterangannya mksh,5, ;N;;
proses cepat tp pake kurirnya lama,5, ; N;;
pengirimannya cepat seller responsif,5, ;P;;
terima kasih brg diterima dgn baik,5, ;P;;
ini mah sdh langganan toko rekomended banget lebih murah ori jgn d ragukan lagi seller warbiasa ramaah fast respons ceoet nyampe nyanpeee barokah elke,5, ;P;;
ok kak sesuai pesanan udh langganan,5, ;P;;
pengiriman cepat sekali terima kasih,5, ;P;;
sangat bagus,5, ;P;;
barang sesuai yg difoto pengiriman cepat mantap,5, ;P;;
barang sesuai,4, ;P;;
sudah beberapa kali order dan sampai dengan tepat waktu,5, ;P;;
barang sesuai respon baik,5, ;P;;
produk mantap packing rapih penjual nya ramah n tanggung jawab thanks ya boss ku,5, ;P;;
selalu memuaskan kualitas produk ok harga layak pengiriman aman terimakasih,5, ;P;;
selalu puas belanja disini respon pengemasan dan pengiriman cepat,5, ;P;;
barangnya cepat sampai packingnya rapi dan aman baru mau coba konsumsi semoga cocok dan berjodoh,5, ;P;;
produk berkualitas dg bahan baku yang aman dan halal,5, ;P;;
repurchase untuk kesekian kalinya secinta itu emang sama seleros madu,5, ;P;;
minum ini alhamdulillah ngurangin bruntusan,5, ;P;;
sdh kesekian kali beli seleros selalu puas alhamdulillah,5, ;P;;
mohon perbaiki untuk packing nya,4, ;N;;
kesayanganku bantu bersihin usus rasanyaa kulit jd lbh bersih sehat seger,5, ; P;;
beli buat sendiri dan juga temen alhamdulillah temen cocok,5, ;P;;
sekalipun ga punya alat ngedeteksi air tp sy rasa ini air zam zam asli,5, ;P;;
cepet banget pesen jam 2 siang jam 7 30 mlm dah sampe,5, ;P;;
barang oke pengiriman cepat siippp tetap pake si cepat yaaa,5, ;P;;
mantap pengiriman cepat mudah2an asli makasih buat selernya,5, ;P;;
pengirimannya sih aga telat,5, ;N;;
paket sudah ditrima dlm kondisi baik trims,5, ;P;;
sy belum minum tp saya yakin dengan produk garlic power dr hydrofarm saat in sy sakit diabetes dan luka di kaki yg cukup besar untuk bisa menutup kembali diabetes harus rendah,5, ;P;;
brg di terima dgn baikini ke 2x ny order mdh2an cck berkhasiat spt di deskripsi pengiriman jg sdh kembali spt biasa ny,5, ;P;;
packingnya the best barang sampe dgn aman,5, ;P;;
produk ini saya anggap sangat bermanfaat bagi org yg peduli dgn kesehatan,4, ;P;;
packing bgs,5, ;P;;
kemasannya bagus,5, ;P;;
sesuai pesanan tiba dengan selamat lagi dicoba minum semoga bermanfaat thanks,5, ;P;;
udh ke berapa kalinya packaging aman udh minum ini brp bulan enak di badan,5, ;P;;
pengiriman barang lumayan cepat dan packing aman produk baru mau dicoba keampuhannya kok tdkada saran penyimpanan di luar atau dlm lemari es,4, ;P;;
akhirnya bisa pesen jamu enak pula rasanya keep up the good work sudah repeat juga thank you,5, ;P;;
selalu beli disini rasanya enak dipesan jam 7 sampai jam 9 pelayanan super,5, ;P;;
manteb kualitas nya,5, ;P;;
pemesana kali ini kurang puas rasa dan racikannya spertinya berbeda dgn sebelumnya agak encer ya moga nanti sperti sebelumnya lg,2, ;N;;
jamu paling enak,5, ;P;;
pengemasan rapi bubble wrap tebal pengiriman jg cepat untuk rasa blom coba,5, ;P;;
service memuaskan rasa enak udah repeated order kesekian kali,5, ;P;;
saya yg tdnya ogah minum jamu karena rasane ora keru2an dan baunya ora blas banget setelah nyoba jamu jamu dari lies jamu malah ketagihan hehehee ternyata jamu tidak semenakutkan seperti yg saya kira matur nuwun sangeeet pasti repeat order lagiii,5, ;P;;
ok banget sdh repeated order kesekian kali,5, ;P;;
rasa kunyit asam klasik yg gak banyak campuran rempah2 lainnya pas sesuai selera saya manisnya juga pas,5, ;P;;
barang sampai dg aman dan baik,5, ;P;;
item as described,5, ;P;;
langganan setia sering order tksh seller sdh cepat merespon dan mengirimnya,5, ;P;;
selalu enak dan menyegarkan jamu nya paling favorit yg kunyit asam dan jahe,5, ;P;;
sampe pagi dlm kondisi baik dan dingin kayanya abis taro di kulkas tp blm di coba krn blm buka puasa,5, ;P;;
mantabbb seller super responsif delivery wuzz wuzz moga berkhasiat,5, ;P;;
kualitasnya mulai menurun klo dilihat dr ampasnya kunyit asamnya seperti menggunakan bubuk,4, ;P;;
kunyitnya kental banget bagus makasih ya,5, ;P;;
sudah jadi langganan terima kasih seller u respon dan pengiriman yg cepat,5, ;P;;
good stuffs fast shipment recommended,5, ;P;;
brg sdh diterima dgn baik pengiriman rapih aman,5, ;P;;
very good quality recommended,5, ;P;;
mantap masi dingin,5, ;P;;
kwalitas barang tidak diragukan lagi okey bgt sudah bbrp kali order dan cocok sukses terus ya,5, ;P;;
lebih sehat banget setelah makan bird nest,5, ;P;;
rasanya enak bgt,5, ;P;;
super puas and happy fast respon dan cepet juga sampe hari dalam hitungan jam ayo jangan ragu beli ke toko ini,5, ;P;;
nyampe dengan aman kotaknya kecium bau pandan belum dicoba semoga ngefek,5, ;P;;
respon cepat barang sesuai dengan yang ditawarkan packing bagus dan aman,5, ;P;;
gk perlu antri,5, ;P;;
sip mantap,5, ;P;;
brg sampai sesuai sujamer enak langganan sama sujamer,5, ;P;;
ok thanks,5, ;P;;
kiriman paket sudah sampai dikemas dengan baik produknya ok,5, ;P;;
enak bgttt menghangatkan jamer nya pedes bgt enak pokoknya lah,4, ;P;;
makasih gelasnya,5, ;P;;
pesanan sudah diterima respon pengiriman cepat dan packing rapi hanya sayang bonus gelasnya dari plastik,5, ;P;;
thanks gratis tumblr nya kak harusnya dapet gelas mungkin abis jadi diganti tumblr tapi bagusan tumblr sih bisa dibawa kemana2,5, ;P;;
belanja disini selalu puas fast delivery good product good packaging terimakasih banyak semoga sukses selalu,5, ;P;;
rasa nya seger asem2 manis gk pait sama sekali thank you,5, ;P;;
suka sekali produknya fresh dan expired nya lama,5, ;P;;
roselanya fresh dan seger dibuat minuman dingin,5, ;P;;
terimakasih banyak,5, ;P;;
barang sesuai pesanan tks,5, ;P;;
rosellanya bagus banget kualitasnya wangi bunganya pun besar2 ktika diseduh warnanya cantik puas banget,5, ;P;;
alhamdulillah paket sudah sampai dgn selamat terima kasih kk smoga lancar usahanya aamiin,5, ;P;;
sudah langganan selalu beli ditoko ini,5, ;P;;
product sesuaii semoga bermanfaat thnks,5, ;P;;
sudah langganan puas pelayanannya,5, ;P;;
barang bagus harga bagus kirim cepat,5, ;P;;
respon dan pengiriman cepat skl sdh sering order,5, ;P;;
udh langganan beli disini dan selalu puas,5, ;P;;
harga hematt pengirimann kilattt,5, ;P;;
sudah untuk kesekian kalinya jamunya enak banget tanpa ampas,5, ;P;;
sadis pagi pesan siang brg diterima recommend seller,5, ;P;;
balas chat cepat proses pengiriman cepat produk mantap,5, ;P;;
maaf gan lupa confirm terima produk dan pelayanannya super alhamdulillah qadarallah radang tenggorokan istri saya udah mendingan,5, ;P;;
respon seller cepat pengiriman cepat packing oke aman expired date nya jg msh lama tks yaa,5, ;P;;
enaaaaak manjuuuuur buat luka dalam,5, ;P;;
mantap pengiriman dan konfirmasi cepat terima kasih,5, ;P;;
enak packing aman dan cepat,5, ;P;;
udah sering repeat order ditoko ini dan selalu puass,5, ;P;;
isian ny sedikit,4, ;N;;
bikin enak tidur dan bdn segar,5, ;P;;
pengiriman cepat sampai dg selamat,5, ;P;;
mantab repurchase terus,5, ;P;;
saya puas belabja disini kwalitas produk bagus pengiriman cepat harga murah paket rapi recomendeed seller,5, ;P;;
terima kasih banyak telah melayani dengan baik semua products bagus packaging nya aman products sesuai foto harga bersaing dengan bagus pengiriman cepat tepat very recommended shop seller next pasti akan sering blanja lagi di sini deh semoga semakin maju sukses ya,5, ;P;;
belum dicoba,4, ;P;;
mantabbbbb,5, ;P;;
lumayan lah,5, ;P;;
semoga bermanfaat,5, ;P;;
pertama kali coba semoga cocok,5, ;P;;
produk ok semoga bermanfaat untuk tubuh dan khasiatnya bekerja dengan baik paking baik dan aman pengiriman cepat dan tepat waktu terima kasih seller,5, ;P;;
slow respon,5, ;N;;
layanan bagus,5, ;P;;
teh bunga telangnya bagus kering tapi fresh,5, ;P;;
cepat respons selalu rapih ga ada penyok exp masih lama,5, ;P;;
pengiriman cepat dan barang sesuai deskripsi,5, ;P;;
slalu repeat order sama penjual ini kualitas ok response cpt,5, ;P;;
barang cpt diantar,5, ;P;;
fast response,5, ;P;;
recommended banget response cepat dan barang ok,5, ;P;;
response pedagang cepat dan sesuai espektasi recommended seller,5, ;P;;
seller oke product ori,5, ;P;;
respon cpat dan brg sesuai pesanan,5, ;P;;
barang sesuai pesanan pengiriman agak lama,5, ;N;;
cepat dan baik,5, ;P;;
semuanya ok,5, ;P;;
kesekian kali terima kasih cepat sampe,5, ;P;;
bagus gan semoga bermanfaat,5, ;P;;
mantaaaaaaaaaaaaaap,5, ;P;;
produk original cuma pengirimannya lamaaaaa bgt,5, ;N;;
cepat sampai fast respont,5, ;P;;
pengirimannya cepet banget sehari sampai padahal pilih yang bebas ongkir keceee,5, ;P;;
produk original pengiriman cepat packaging super ekstra dan aman,5, ;P;;
order utk sekian kalinya,5, ;P;;
pesanan dikemas dengan sangat rapi hati² sekali hearty potion ini enak sekali bisa menurunkan kolestrol trksh ya kak sukses selalu,5, ;P;;
